spelling	%Bel	%Ned	Obs_Bel	Obs_Bel	
listeria	72.6	58.4	223	324	
listig	97.7	96.4	275	294	
listing	78.3	41.3	228	355	
litanie	87.5	65.6	253	309	
liter	99.2	99.4	263	325	
literaat	60.5	66.7	261	294	
literair	96.1	97.2	296	306	
literator	68.6	78.9	265	330	
literatuur	99.1	99.4	245	324	
literfles	91.4	98.3	245	310	
literpak	77.1	96.8	244	333	
lithium	94.4	93.2	227	310	
litho	70.8	78.2	278	318	
lithografie	93.1	94.0	261	333	
litigieus	33.6	23.7	263	316	
litoraal	83.6	47.4	32	46	
litotes	22.4	10.6	213	325	
lits-jumeaux	55.9	79.5	270	318	
litteken	97.6	97.2	263	341	
litterair	70.2	62.1	251	325	
litteratuur	55.4	43.1	203	220	
liturg	67.8	53.6	265	340	
liturgie	92.2	87.3	228	324	
liturgiek	74.8	58.6	234	323	
liturgisch	90.1	85.0	267	301	
live	95.9	94.1	254	301	
living	96.8	86.3	230	291	
livrei	60.7	64.3	257	327	
livret	54.5	37.5	229	325	
loafer	32.1	47.5	273	323	
loafers	39.0	56.9	226	315	
lob	86.8	83.3	263	316	
lobben	77.6	68.7	235	289	
lobberig	59.3	64.7	277	319	
lobbes	54.5	90.5	257	344	
lobbesen	17.2	52.1	239	321	
lobbig	76.4	81.7	268	317	
lobby	99.1	98.6	222	310	
lobbyclub	84.8	85.5	249	312	
lobbyen	96.1	95.0	245	315	
lobbying	89.6	73.6	262	319	
lobbyist	92.8	96.2	247	335	
lobbywerk	97.1	95.1	257	345	
lobelia	53.6	65.2	243	327	
loboor	20.0	11.6	296	306	
lobotomie	83.2	75.4	226	343	
loc	16.3	45.1	210	307	
locatie	100.0	99.1	233	334	
locatief	79.2	57.5	263	317	
locker	92.7	90.0	274	304	
loco	72.2	88.4	269	346	
locomotief	99.1	98.3	246	318	
locus	65.7	54.7	255	316	
lodder	60.9	65.5	288	326	
lodderen	63.7	55.0	241	311	
lodderig	70.2	85.0	233	309	
lodderoog	79.7	65.4	244	329	
loden	89.2	94.3	244	352	
loding	17.1	9.6	249	312	
loeach	0.6	0.0	251	300	
loebas	92.3	47.8	273	335	
loeder	77.2	98.0	272	313	
loef	79.7	84.7	264	289	
loefzij	41.3	78.6	226	315	
loeien	100.0	98.7	255	314	
loeier	74.7	85.4	266	288	
loeihard	94.8	96.8	261	359	
loempia	98.6	98.8	230	337	
loens	68.2	85.9	248	314	
loensen	74.0	87.3	251	324	
loep	95.6	98.6	264	302	
loepen	65.1	65.1	250	317	
loer	95.2	97.1	239	325	
loerder	81.4	79.7	260	322	
loeren	100.0	98.5	234	277	
loeris	6.0	10.1	244	329	
loet	36.7	28.8	236	303	
loeten	35.9	7.3	238	243	
loeven	44.5	70.4	235	334	
lof	97.3	99.1	234	336	
lofdicht	84.9	85.0	244	287	
loffelijk	51.6	81.0	246	293	
loflied	95.7	96.9	242	309	
lofprijzend	84.2	81.0	274	322	
lofrede	90.6	92.7	247	346	
loft	99.2	91.4	262	329	
loftrompet	83.0	90.4	241	319	
loftuiting	36.2	69.9	249	308	
lofwerk	57.7	54.4	266	305	
lofzang	98.7	98.2	235	354	
log	96.0	97.8	263	283	
logaritme	95.2	84.1	283	338	
logboek	98.8	100.0	262	320	
loge	96.7	94.1	254	320	
logé	93.2	95.9	277	305	
logee	87.4	87.2	242	320	
logeerbed	99.2	100.0	260	296	
logeerkamer	98.8	99.3	255	318	
logement	97.9	86.9	254	330	
logen	65.7	84.3	227	341	
logenstraffen	55.6	71.0	230	330	
logeren	99.2	99.1	261	334	
loggen	83.9	82.1	274	341	
logger	57.4	71.9	284	311	
loggia	34.7	54.7	261	307	
logheid	84.1	89.9	258	333	
logica	99.6	99.7	263	317	
logicus	87.5	87.0	245	315	
logies	95.7	94.0	244	352	
logisch	99.6	99.7	259	329	
logischerwijze	93.7	95.4	235	318	
logistiek	98.1	98.7	271	313	
loglijn	43.1	43.8	274	307	
logo	99.6	100.0	247	322	
logopedie	99.1	99.7	244	316	
logopedist	99.1	98.2	242	290	
logorrhea	10.5	5.3	40	30	
logos	80.0	74.8	226	343	
loipe	17.7	36.1	220	308	
lok	94.9	96.9	246	307	
lokaal	100.0	99.4	245	326	
lokaas	98.8	99.3	259	299	
lokaliseren	98.2	99.3	240	313	
lokaliteit	90.8	95.0	218	337	
lokazen	90.8	86.8	263	312	
lokduif	94.3	92.4	258	290	
lokeend	93.3	94.0	236	283	
loken	25.7	50.9	197	266	
loket	96.8	99.1	232	340	
lokettist	58.1	89.2	259	312	
lokken	99.6	98.6	241	310	
lokker	89.5	96.7	221	321	
lokkertje	93.8	99.3	236	296	
lokkig	40.5	32.9	207	248	
lokmiddel	99.6	99.3	244	316	
lokroep	95.4	96.8	272	299	
lokstem	89.6	89.8	264	339	
lokstof	80.5	91.6	286	315	
lokvink	80.6	65.9	260	321	
lokvogel	98.5	98.4	274	319	
lol	94.6	97.7	255	316	
lolbroek	97.1	99.4	253	324	
lolita	76.6	83.3	247	335	
lollen	80.7	58.3	245	331	
lollepot	33.6	44.7	222	318	
lolletje	89.6	98.7	222	324	
lollig	97.1	99.7	257	331	
lolly	96.0	96.7	236	283	
lom	23.4	35.2	224	317	
lombok	29.2	83.9	290	282	
lomig	47.9	61.7	216	313	
lommer	68.5	80.0	264	327	
lommerd	74.1	87.4	268	318	
lommerig	52.9	45.1	255	307	
lommerrijk	65.3	80.9	261	331	
lomp	98.8	99.0	270	304	
lompen	86.7	90.9	237	312	
lomperd	86.5	94.2	257	345	
lomperik	97.8	98.2	241	344	
lompheid	91.7	98.9	229	290	
lompweg	84.6	54.2	274	322	
lomschool	3.9	78.1	219	365	
lonen	99.1	100.0	244	315	
lonend	95.8	98.7	253	312	
long	96.2	97.3	221	317	
longader	90.7	92.5	259	321	
longdrink	90.5	90.8	211	310	
longen	100.0	99.7	236	311	
longitudinaal	73.4	63.3	249	327	
longkanker	99.6	99.4	235	335	
longlist	68.1	70.4	274	317	
longtop	30.7	45.3	275	300	
longvis	70.8	72.5	245	333	
lonk	84.7	84.9	255	320	
lonken	95.2	96.6	262	344	
lont	95.9	98.4	255	320	
loochenen	92.9	82.4	268	347	
lood	100.0	99.0	243	309	
loodarm	77.7	79.2	236	283	
loodgieter	100.0	100.0	220	329	
loodgrijs	87.7	89.2	257	311	
loodje	97.9	99.0	254	312	
loodlijn	97.0	95.2	245	353	
loodrecht	99.1	99.4	240	340	
loods	99.5	99.0	233	323	
loodsen	98.7	98.0	243	317	
loodvrij	100.0	99.7	274	304	
loodwit	53.6	62.0	236	330	
loodzwaar	100.0	98.3	245	315	
loof	93.3	96.8	236	327	
loofboom	98.0	93.6	268	328	
loofbos	96.9	96.7	270	318	
loofhout	89.6	92.6	242	328	
loofhut	73.8	85.0	265	316	
loog	90.0	98.6	241	295	
looi	89.2	82.8	224	336	
looien	89.8	91.8	269	358	
looier	85.1	89.6	241	293	
looierij	87.9	90.2	262	323	
looizuur	68.5	86.4	234	301	
look	95.9	87.3	258	290	
lookalike	87.1	82.1	262	329	
looksaus	98.8	55.9	260	341	
lookworst	99.5	32.6	229	325	
loom	93.7	93.5	249	292	
loomheid	95.8	98.1	253	324	
loomte	64.9	62.9	252	329	
loon	99.5	99.3	229	317	
loonbod	69.1	84.5	245	333	
loondienst	99.2	98.7	259	330	
looneis	93.0	94.3	256	331	
loonfiche	98.0	59.0	264	321	
loongroep	93.3	96.6	268	307	
loonkost	99.2	64.0	251	316	
loonkosten	99.6	99.3	247	292	
loonlijst	98.3	99.7	241	332	
loonmassa	87.2	56.9	239	325	
loonschaal	97.1	99.7	256	313	
loonslaaf	93.8	96.6	253	313	
loonsom	77.3	87.3	246	322	
loontrekkende	99.6	90.9	276	325	
loonwerker	99.1	99.1	247	335	
loonwet	94.6	97.4	253	324	
loonzakje	89.2	96.0	264	373	
loop	100.0	99.7	215	316	
loopactie	95.8	90.7	249	341	
loopbaan	100.0	99.0	239	315	
loopbrug	98.7	99.3	248	314	
loopdag	76.5	78.6	260	275	
loopfiets	98.2	96.9	236	338	
loopgips	93.7	97.7	252	318	
loopgraaf	91.7	98.1	240	277	
loopgracht	97.0	81.3	243	337	
loophek	87.4	81.0	268	299	
looping	89.2	88.1	253	309	
loopje	98.8	98.7	263	323	
loopjongen	99.1	99.3	244	316	
loopkat	49.8	53.1	277	319	
loopkever	73.7	91.2	32	36	
looplamp	85.9	85.8	268	333	
loopneus	96.6	99.6	275	294	
loopoor	52.3	81.9	258	319	
looppad	97.3	98.1	233	331	
looppas	98.6	98.3	227	318	
looppiste	96.5	61.1	242	265	
loopplank	100.0	99.7	271	324	
looppop	63.3	71.2	224	289	
looprek	98.8	97.7	260	317	
loops	95.9	95.8	255	302	
loopsheid	85.6	89.9	249	324	
loopster	96.4	92.3	265	343	
looptempo	97.3	97.4	234	323	
looptijd	99.6	99.0	247	306	
loopvlak	95.6	98.0	263	316	
loopvogel	93.9	94.5	274	307	
loopvuur	83.0	75.7	31	39	
loopwagen	97.8	96.4	244	348	
loopwerk	86.8	91.6	264	327	
loos	95.3	100.0	244	352	
loosheid	62.7	65.3	237	300	
loot	75.8	89.9	274	322	
lootje	83.7	97.8	246	287	
lopen	99.6	100.0	250	300	
lopend	99.2	99.3	256	313	
loper	99.6	99.4	265	337	
lopertje	96.5	96.8	238	329	
lor	74.8	83.8	276	325	
lord	69.3	75.9	264	332	
lorejas	45.1	12.4	259	321	
lorgnet	28.8	43.4	238	329	
lork	70.5	25.8	285	325	
lorre	65.9	80.3	219	347	
lorren	55.4	67.0	243	290	
lorretje	61.9	61.9	254	315	
lorrie	62.0	75.2	255	314	
lorrig	44.4	56.2	286	315	
los	100.0	99.7	238	344	
losbaar	74.5	65.0	231	322	
losbandig	98.6	99.7	231	363	
losbarsten	98.5	99.7	284	311	
losbladig	76.1	78.6	269	319	
losbol	97.2	95.3	265	289	
losbranden	97.4	98.7	243	327	
losbreken	98.7	99.6	250	272	
losceel	3.9	0.0	207	294	
losdag	57.4	49.8	232	340	
loser	87.9	87.3	243	347	
losgaan	90.2	97.4	248	330	
losgeld	98.9	99.1	283	336	
losgeslagen	98.4	100.0	260	296	
losgooien	97.9	98.4	255	326	
loshaken	96.4	95.3	235	334	
loshalen	88.4	98.3	217	312	
loshangen	99.2	97.9	250	298	
losheid	88.1	89.5	266	311	
losjes	98.5	99.0	281	318	
losjesweg	74.2	61.0	261	297	
losknopen	96.4	96.6	235	343	
loskomen	97.3	99.1	274	334	
loskoppelen	99.6	99.3	250	298	
loskrijgen	95.7	94.9	272	310	
loslaten	99.5	99.7	228	324	
loslippig	98.3	98.1	248	330	
loslopen	99.5	97.9	229	302	
losmaken	99.5	99.7	228	305	
losmaking	83.1	83.3	249	302	
lospeuteren	98.7	99.7	235	331	
losprijs	81.3	90.9	270	302	
losraken	97.1	98.8	252	359	
losrijden	95.2	85.2	243	305	
losrukken	99.2	99.4	251	324	
löss	26.4	64.6	236	327	
losse	83.4	93.5	222	310	
lossen	99.2	99.3	254	307	
losser	92.2	97.7	285	325	
lossing	62.8	64.4	260	331	
losslaan	85.3	86.1	244	348	
lossnijden	93.2	94.8	265	343	
losstaan	88.5	85.3	265	329	
los-vast	59.4	85.6	259	321	
loswal	33.4	55.2	256	355	
losweg	84.4	55.5	229	303	
losweken	97.6	97.6	268	347	
loswerken	94.3	91.9	259	310	
loszinnig	77.7	74.8	255	334	
loszitten	95.4	96.9	277	305	
lot	98.7	98.7	240	316	
loteling	75.1	36.4	241	293	
loten	95.7	99.0	222	315	
loterij	99.2	99.7	258	311	
lotgenoot	99.6	99.7	247	333	
lotgenote	97.7	98.1	233	336	
lotgeval	92.0	92.2	249	312	
lotgevallen	91.1	91.7	236	317	
loting	97.7	99.6	272	286	
lotion	96.6	98.1	276	278	
lotje	97.0	91.0	247	327	
lotnummer	95.2	99.0	243	327	
lotto	98.7	98.7	243	328	
lotus	98.0	99.7	259	315	
lotusbloem	99.1	99.7	245	314	
lotushouding	97.4	97.0	243	346	
lotussen	93.3	93.9	236	326	
louche	94.2	90.7	237	307	
lounge	96.8	97.7	265	316	
loungen	82.6	91.1	224	365	
loungeset	82.5	89.3	270	306	
loupe	78.9	78.3	224	276	
louter	96.1	96.8	246	294	
louteren	86.3	91.5	231	321	
loutering	80.2	87.9	261	297	
louw	26.9	43.9	219	289	
louwen	25.6	25.2	215	297	
louwmaand	26.4	44.1	269	294	
lovegame	75.3	77.8	277	327	
lovehandles	68.6	78.5	265	289	
loven	96.7	97.7	255	321	
lovend	97.0	98.4	246	322	
lover	84.0	89.9	270	302	
loverboy	97.2	98.3	266	309	
lovertje	84.7	87.8	234	277	
loyaal	98.8	99.4	261	333	
loyalist	90.4	94.6	253	333	
loyaliteit	94.0	99.0	246	314	
loyauteit	60.6	3.6	211	310	
lozen	97.5	99.0	257	319	
lozing	94.6	98.2	236	296	
lp	80.0	87.7	274	341	
lpg	79.8	86.5	240	303	
lsd	78.3	78.6	247	310	
lts	6.5	53.3	224	293	
lubben	20.2	30.4	236	289	
lubberen	35.4	82.7	251	329	
lubberig	43.3	79.4	284	281	
lubriek	31.7	15.8	37	35	
lucht	99.1	99.7	245	302	
luchtaanval	98.8	99.4	269	346	
luchtafweer	98.8	97.2	263	341	
luchtalarm	97.4	100.0	246	313	
luchtballon	99.2	100.0	249	305	
luchtbed	97.6	99.0	262	323	
luchtbel	99.6	100.0	244	330	
luchtbrug	92.6	95.6	256	284	
luchtcel	75.7	76.9	256	324	
luchtdicht	97.6	99.6	261	274	
luchtdoop	96.3	81.9	257	331	
luchtdruk	100.0	100.0	230	314	
luchten	100.0	100.0	245	279	
luchter	90.8	78.6	262	329	
luchtfoto	99.1	99.7	229	325	
luchtgat	94.9	93.7	268	318	
luchtgitaar	94.3	100.0	37	35	
luchthartig	83.1	95.5	256	331	
luchthaven	99.2	99.3	252	314	
luchtig	99.6	100.0	249	327	
luchtje	99.2	99.6	251	279	
luchtkasteel	99.2	99.7	266	311	
luchtkoker	98.8	97.7	262	321	
luchtlaag	96.5	98.7	211	318	
luchtledig	96.7	94.6	252	314	
luchtledige	96.9	95.5	234	301	
luchtmacht	100.0	99.7	249	305	
luchtmachtbasis	99.1	98.4	240	322	
luchtmatras	99.1	97.5	247	335	
luchtnet	71.5	74.4	214	317	
luchtpijp	100.0	100.0	266	309	
luchtpost	97.5	100.0	254	308	
luchtruim	99.6	99.0	282	314	
luchtschip	100.0	97.2	35	37	
luchtstroom	99.5	98.2	230	297	
luchtvaart	99.2	100.0	259	304	
luchtvaartuig	94.1	94.5	250	343	
luchtververser	94.8	98.0	262	321	
luchtvervuiling	99.6	99.7	283	338	
luchtvracht	94.2	95.9	255	334	
luchtwacht	86.6	79.7	259	321	
luchtweg	96.0	98.7	262	324	
luchtwegen	100.0	99.7	255	305	
luchtzak	98.1	96.8	224	332	
lucide	90.0	76.3	275	311	
luciditeit	80.8	76.0	268	307	
lucifer	98.8	100.0	262	344	
lucratief	97.4	99.0	241	330	
lucullisch	3.2	13.6	25	39	
ludiek	97.5	94.8	255	303	
lues	1.4	9.1	238	329	
luguber	92.9	95.1	236	303	
lui	99.6	100.0	237	289	
luiaard	100.0	100.0	225	301	
luiaardij	45.6	16.9	234	357	
luibak	38.8	37.5	265	340	
luibakken	49.9	42.9	229	304	
luid	99.6	99.0	263	312	
luide	82.7	87.2	237	304	
luiden	98.3	99.7	247	346	
luidens	73.2	48.7	291	345	
luidheid	72.2	76.7	276	325	
luidkeels	98.5	99.6	214	296	
luidop	98.7	60.7	235	319	
luidruchtig	99.2	100.0	249	312	
luidspreker	99.1	99.3	244	322	
luie	97.8	98.1	288	326	
luien	38.6	50.0	211	297	
luier	99.1	97.7	242	321	
luieren	98.3	100.0	248	325	
luierik	96.4	84.6	234	336	
luieriken	89.7	70.8	246	317	
luifel	96.9	98.4	274	321	
luiheid	99.6	100.0	240	277	
luiigheid	57.5	86.1	260	310	
luik	99.2	99.4	249	360	
luiken	95.4	99.3	254	315	
luikgat	56.6	57.5	228	334	
luilak	99.5	99.1	233	335	
luilakken	96.7	99.3	255	309	
luim	61.0	69.0	240	306	
luimen	59.5	65.0	239	277	
luimig	49.7	48.8	249	327	
luipaard	99.6	98.2	266	288	
luis	97.7	98.7	277	319	
luiskop	67.5	68.1	240	290	
luister	99.5	100.0	231	319	
luisteraar	98.2	99.4	231	326	
luisteren	100.0	99.4	245	345	
luistergeld	93.8	100.0	34	32	
luisterrijk	86.8	87.8	256	344	
luisterspel	98.8	98.5	269	358	
luistervink	98.8	96.7	259	315	
luistervinken	99.2	96.4	259	321	
luiszak	57.9	63.3	210	336	
luit	80.8	85.3	236	307	
luitenant	98.4	99.0	258	327	
luitist	54.6	53.2	234	324	
luitjes	82.9	97.5	252	380	
luiwagen	32.0	69.2	226	297	
luiwammes	90.2	97.9	225	356	
luizen	98.1	99.0	226	319	
luizenei	84.8	87.6	264	289	
luizenleven	91.3	97.4	255	325	
luizig	88.0	88.5	219	365	
lukken	99.1	99.7	244	312	
lukraak	97.4	97.0	239	313	
lul	97.6	100.0	268	318	
lulhannes	60.6	93.5	246	322	
lulkoek	94.3	97.6	258	311	
lulleman	63.6	43.4	249	303	
lullen	96.9	99.4	268	330	
lullepot	41.1	47.7	259	302	
lulletje	90.8	97.0	229	319	
lullig	96.4	100.0	236	319	
lullo	14.5	80.8	261	334	
lumbaal	68.5	65.7	267	307	
lumbago	93.9	33.4	258	316	
lumbecken	8.3	8.7	264	332	
lumen	54.6	63.3	239	281	
luminal	36.0	42.8	265	289	
luminescentie	67.5	71.5	230	336	
lumineus	96.4	95.7	266	297	
lummel	95.2	98.9	261	291	
lummelen	93.3	98.7	269	336	
lummelig	86.8	92.7	255	316	
lumpsum	15.8	50.3	265	343	
lunair	63.2	55.9	246	320	
lunapark	98.8	77.7	256	331	
lunch	98.3	99.3	251	294	
lunchbox	97.3	99.7	231	363	
lunchen	98.4	98.3	258	310	
lunchpauze	99.1	99.6	244	287	
lunchroom	93.3	99.4	267	338	
lunchtijd	98.4	99.3	269	319	
lunchuur	88.7	90.9	242	324	
lunet	42.6	63.6	231	321	
luns	10.9	16.6	241	332	
lunzen	9.4	7.2	194	279	
lupine	58.7	77.0	265	316	
lupus	76.7	64.9	258	339	
lurken	86.4	94.2	248	325	
lurven	79.6	87.5	263	345	
lus	97.5	99.4	251	344	
lussen	96.0	99.0	265	316	
lust	100.0	99.6	235	289	
lusteloos	98.4	99.4	257	327	
lusten	100.0	99.0	244	309	
luster	86.7	46.9	284	311	
lusthof	87.2	86.6	255	307	
lustig	98.7	96.9	240	306	
lustmoord	93.1	93.1	273	335	
lustoord	88.3	94.1	243	305	
lustre	27.1	20.9	218	286	
lustrum	82.1	96.0	259	316	
lutheraan	84.2	84.1	260	330	
luthers	63.3	82.6	221	315	
lutje	28.2	47.8	211	260	
luttel	77.0	81.5	256	313	
luur	63.9	53.4	251	303	
luw	89.8	86.8	258	336	
luwen	86.9	82.2	241	332	
luwte	91.2	96.0	264	319	
lux	52.3	62.5	258	314	
luxaflex	75.2	97.9	250	356	
luxe	100.0	99.3	260	317	
luxehuis	92.3	73.3	231	363	
luxehut	95.3	76.6	244	329	
luxeleven	98.9	90.8	284	299	
luxueus	96.2	96.6	222	310	
luzerne	63.5	43.0	248	327	
lyceum	97.1	97.6	219	352	
lychee	85.6	90.4	249	360	
lycopeen	53.6	42.6	245	321	
lycra	84.7	86.4	255	326	
lymf	86.2	82.7	222	310	
lymfatisch	65.4	73.3	268	307	
lymfe	89.2	94.2	274	307	
lymfeklier	93.4	97.4	32	40	
lymfevaten	95.2	89.5	22	50	
lymfklier	57.4	72.8	247	310	
lymfocyt	70.8	63.5	245	326	
lymfvat	47.1	54.4	233	261	
lynchen	94.6	94.2	254	307	
lynchpartij	88.0	92.1	264	373	
lynchwet	60.9	63.4	261	302	
lynx	95.5	96.6	256	344	
lynxoog	63.8	54.7	227	314	
lyrics	93.0	86.7	45	103	
lyricus	94.6	83.1	272	299	
lyriek	94.8	83.3	243	327	
lyrisch	97.1	98.8	257	344	
lyrisme	79.8	58.6	224	310	
lysine	60.0	46.6	255	292	
lysol	46.0	65.4	238	341	
ma	94.7	98.1	258	330	
maag	99.6	99.4	266	340	
maagd	99.5	99.3	220	308	
maagdeke	40.4	24.2	240	322	
maagdelijk	98.0	99.4	266	340	
maagdelijkheid	98.8	98.2	257	286	
maagdenpalm	82.7	81.3	267	338	
maagdenvlies	96.9	98.7	302	315	
maagholte	96.9	96.8	239	298	
maagkramp	98.3	99.4	251	325	
maagpijn	99.5	100.0	221	317	
maagsap	97.6	97.5	267	338	
maagsonde	93.9	93.9	258	330	
maagwand	97.1	98.7	254	324	
maagzout	93.6	81.4	263	312	
maagzuur	100.0	99.6	230	287	
maagzweer	99.6	98.7	251	329	
maaidorser	86.3	74.5	245	310	
maaien	97.8	100.0	234	317	
maaier	97.8	99.0	244	307	
maailand	72.3	74.9	232	306	
maaimachine	85.7	93.7	257	319	
maaisel	87.9	78.5	269	313	
maaitijd	82.8	80.4	245	333	
maaiveld	92.6	97.6	257	345	
maakbaar	87.2	95.4	263	323	
maakkans	31.1	50.9	220	283	
maakloon	52.9	61.8	246	320	
maaksel	79.1	91.9	227	310	
maakster	88.5	93.0	284	299	
maakwerk	42.7	76.8	259	304	
maakwijze	63.5	83.4	248	330	
maal	98.8	99.7	266	336	
maalderij	87.6	71.8	238	328	
maalsel	73.6	77.4	263	312	
maalstroom	85.2	91.2	227	310	
maaltand	87.9	61.9	217	312	
maalteken	94.1	86.3	248	330	
maaltijd	100.0	99.4	244	329	
maaltje	72.3	95.5	255	303	
maan	99.1	99.4	223	338	
maand	100.0	99.3	229	317	
maandag	100.0	99.6	258	298	
maandags	67.1	80.4	275	311	
maandagse	81.0	78.5	266	308	
maandblad	99.6	99.7	245	326	
maandelijks	99.6	99.3	263	323	
maandenlang	96.4	98.2	234	357	
maandloon	99.5	99.3	228	305	
maandsom	90.7	82.2	227	337	
maandstonden	98.0	81.7	267	340	
maandverband	99.2	99.0	262	323	
maangod	89.2	86.0	243	346	
maankop	47.2	37.9	249	307	
maanlicht	99.6	99.7	235	354	
maanloos	74.2	77.1	241	308	
maanman	53.6	75.5	227	309	
maanraket	87.9	89.4	235	309	
maantje	95.5	95.5	260	330	
maantop	54.9	45.3	252	300	
maanvis	81.2	95.8	257	322	
maanzaad	95.1	99.1	257	334	
maanziek	56.1	69.5	24	38	
maanziekte	79.0	80.2	241	325	
maar	98.7	99.4	240	340	
maarschalk	95.9	93.8	259	320	
maart	100.0	100.0	263	344	
maarte	9.3	1.6	253	293	
maarts	54.5	60.3	266	305	
maas	89.0	96.6	268	310	
maasbal	18.5	29.7	252	292	
maaswol	39.3	41.7	229	325	
maat	99.0	99.1	219	336	
maatbeker	99.2	99.7	251	344	
maatdop	89.7	96.9	277	336	
maatgevend	96.4	99.1	231	340	
maatglas	96.6	95.5	245	331	
maatje	98.8	99.3	268	318	
maatkan	82.5	92.2	241	297	
maatkleding	94.3	99.4	240	329	
maatlat	52.6	63.7	231	319	
maatloos	87.9	88.7	253	290	
maatpak	98.7	99.3	250	323	
maatregel	99.6	100.0	268	333	
maats	69.1	62.7	276	330	
maatschap	69.7	97.5	254	331	
maatschappelijk	99.6	99.4	240	341	
maatschappij	100.0	100.0	264	289	
maatsoort	89.8	93.8	237	304	
maatstaf	97.3	96.5	233	334	
maatstok	96.9	98.6	235	309	
maatvast	92.5	90.7	252	329	
maatvis	39.6	44.3	251	306	
maatwerk	100.0	99.3	259	310	
macaber	90.9	90.8	242	320	
macadam	88.8	42.3	262	321	
macaroni	97.0	97.8	247	288	
mach	42.6	45.3	284	310	
machete	90.4	78.9	242	349	
machiavellisme	77.6	75.5	258	301	
machinaal	97.8	96.7	236	319	
machine	99.6	99.7	243	347	
machinegeweer	98.0	99.3	264	319	
machinekamer	98.7	99.3	239	313	
machinerie	93.2	90.5	265	343	
machinist	99.6	99.7	243	313	
machismo	52.6	59.0	242	290	
macho	97.3	98.7	235	320	
macht	99.6	99.7	240	316	
machteloos	98.4	99.1	265	343	
machthebber	96.6	98.8	247	346	
machtig	99.1	99.7	237	334	
machtigen	96.3	99.7	254	307	
machtiging	94.7	99.3	258	311	
machtsgeil	98.8	91.6	261	315	
machtsgreep	100.0	99.7	218	319	
machtsvertoon	97.5	99.7	254	307	
machtswellust	94.6	93.8	253	290	
machtswil	90.5	84.5	254	320	
maçonniek	42.5	26.9	249	324	
macramé	90.3	82.6	249	303	
macro	97.7	95.6	232	309	
macrobiotisch	96.3	96.6	256	314	
macrofaag	44.9	39.2	214	296	
macrofauna	86.5	79.5	39	36	
macron	50.5	54.9	34	42	
macula	26.5	30.8	275	283	
madam	88.6	93.4	230	287	
madame	85.7	90.5	272	299	
madammen	95.1	78.9	237	300	
made	80.4	86.6	220	329	
madelief	95.6	99.0	265	322	
madeliefje	98.9	100.0	291	345	
madera	54.4	46.9	268	307	
madonna	90.4	90.3	253	315	
madras	47.2	69.0	249	350	
madrassa	17.6	19.3	267	334	
madrigaal	53.1	40.2	258	310	
madrigal	23.0	24.4	212	302	
maestoso	20.4	16.0	267	307	
maestro	95.1	95.7	236	317	
maf	99.2	100.0	250	331	
maffen	87.5	98.7	269	313	
maffer	74.3	79.7	250	343	
maffia	98.8	98.2	257	344	
maffiabaas	96.9	99.4	238	341	
maffialid	95.8	95.2	248	327	
maffioos	85.0	84.4	218	338	
maffioso	91.8	90.0	256	284	
mafkees	98.2	99.6	236	300	
mafketel	91.2	99.4	227	341	
mafkikker	88.3	76.6	27	45	
magazijn	98.8	99.0	259	320	
magazijnier	98.7	24.4	235	319	
magazine	98.7	98.0	237	312	
magenta	87.6	83.2	237	301	
mager	100.0	99.4	255	326	
magere	98.5	99.3	284	299	
magerheid	83.9	85.0	262	323	
magerte	68.1	72.5	274	321	
magertjes	97.9	99.3	251	317	
maggi	22.0	79.6	255	305	
magie	99.1	99.3	231	309	
magiër	95.4	96.4	250	321	
magisch	99.0	99.7	221	317	
magister	71.4	86.0	276	278	
magistraal	95.5	97.9	232	302	
magistraat	98.7	93.3	240	329	
magistratuur	95.4	85.6	252	321	
magma	87.3	90.1	281	318	
magnaat	93.3	91.5	269	308	
magneet	99.0	99.7	216	313	
magnesia	55.7	64.8	283	338	
magnesium	99.2	98.9	257	286	
magneten	97.2	99.0	222	309	
magnetiet	38.3	39.5	261	315	
magnetisch	99.2	99.6	262	293	
magnetiseren	96.8	98.3	232	306	
magnetiseur	75.5	92.4	236	303	
magnetisme	98.6	97.8	233	287	
magnetron	98.9	99.7	279	308	
magnifiek	98.7	97.7	239	315	
magnitude	90.4	84.5	220	367	
magnolia	91.9	94.3	246	314	
magnum	97.2	94.2	266	309	
maharadja	73.5	81.8	246	318	
mahjong	63.1	88.0	245	333	
mahonie	85.8	96.0	267	340	
mail	98.8	99.7	269	347	
mailadres	95.1	97.2	234	336	
mailbom	55.3	71.9	238	341	
mailbox	97.9	99.1	245	346	
mailen	99.6	98.7	252	321	
mailing	89.8	95.0	247	361	
maillot	91.2	94.1	240	341	
mailtje	95.1	98.1	257	283	
mainframe	88.9	88.1	237	300	
mainstream	93.0	92.8	255	305	
maintenee	16.9	40.9	233	287	
mais	82.7	94.5	237	285	
maïs	99.6	98.0	261	315	
maïsakker	96.2	97.7	247	327	
maïsbrood	99.6	99.4	247	326	
maïskip	91.5	94.4	249	303	
maïskoek	98.1	97.8	221	331	
maïskolf	99.6	99.0	275	311	
maïsland	81.7	89.8	218	319	
maïsmeel	95.7	95.8	222	324	
maïsolie	98.4	96.7	256	318	
maïsoogst	96.5	97.6	272	313	
maïspap	97.0	95.5	249	303	
maïsplant	97.8	98.3	240	316	
maïsteelt	98.6	96.7	221	323	
